h a m	' h { m	h @1 m
h a m a d r y a d	""" h { m @ ' d r 2 @ d"	h @2 m x0 d r A1 x0 d
h a m b u r g e r	' h { m b 3 g @ R	h @1 m b R g R
h a m l e t	' h { m l I t	h @1 m l x0 t
h a m m e r	' h { m @ R	h @1 m R
h a m m o c k	' h { m @ k	h @1 m x0 k
h a m p e r	' h { m p @ R	h @1 m p R
h a m s t e r	' h { m s t @ R	h @1 m s t R
h a m s t r i n g	' h { m s t r I N	h @1 m s t r I2 G
h a n d b a g	' h { n d b { g	h @1 n d b @2 g
h a n d i c a p	' h { n d I k { p	h @1 n d I0 k @2 p
h a n d l e	' h { n d P	h @1 n d L
h a n d m a d e	""" h { n d ' m 1 d"	h @1 n d m e1 d
h a n d o u t	' h { n d 6 t	h @1 n d W2 t
h a n d p i c k	""" h { n d ' p I k"	h @1 n d p I1 k
h a n d r a i l	' h { n d r 1 l	h @1 n d r e2 l
h a n d s h a k e	' h { n d S 1 k	h @1 n d S e2 k
h a n d s o m e	' h { n s @ m	h @1 n s x0 m
h a n d y	' h { n d I	h @1 n d i0
h a n g	' h { N	h @1 G
h a n g a r	' h { N @ R	h @1 G R
h a n g d o g	' h { N d Q g	h @1 G d c2 g
h a n g e d	' h { N d	h @1 G d
h a n s o m	' h { n s @ m	h @1 n s x0 m
h a p	' h { p	h @1 p
h a p h a z a r d	""" h { p ' h { z @ d"	h @0 p h @1 z R d
h a p p e n	' h { p @ n	h @1 p x0 n
h a p p i l y	' h { p I l I	h @1 p x0 l i0
h a p p i n e s s	' h { p I n I s	h @1 p i0 n x0 s
h a p p y	' h { p I	h @1 p i0
h a r a s s	' h { r @ s	h x0 r @1 s
h a r b i n g e r	' h # b I n _ @ R	h a1 r b x0 n J R
h a r d	' h # d	h a1 r d
h a r d b a c k	' h # d b { k	h a1 r d b @2 k
h a r d i h o o d	' h # d I h U d	h a1 r d i0 h U2 d
h a r d l y	' h # d l I	h a1 r d l i0
h a r d t o p	' h # d t Q p	h a1 r d t a2 p
h a r d y	' h # d I	h a1 r d i0
h a r e	' h 8 R	h @1 r
h a r e m	' h # r i m	h @1 r x0 m
h a r l e q u i n	' h # l I k w I n	h a1 r l I0 k w0 x n
h a r l o t	' h # l @ t	h a1 r l x0 t
h a r m	' h # m	h a1 r m
h a r m o n i c	h # ' m Q n I k	h a0 r m a1 n I0 k
h a r m o n i o u s	h # ' m 5 n j @ s	h a0 r m o1 n i0 x0 s
h a r m o n i u m	h # ' m 5 n j @ m	h a0 r m o1 n i0 x0 m
h a r m o n i z a t i o n	""" h # m @ n 2 ' z 1 S H"	h a2 r m x0 n x0 z e1 S x n
h a r m o n i z e	' h # m @ n 2 z	h a1 r m x0 n A2 z
h a r p o o n	h # ' p u n	h a0 r p u1 n
h a r p y	' h # p I	h a1 r p i0
h a r r i d a n	' h { r I d @ n	h @1 r x0 d N
h a r r y	' h { r I	h @1 r i0
h a r s h	' h # S	h a1 r S
h a r t	' h # t	h a1 r t
h a s	' h { z	h @1 z
h a s h	' h { S	h @1 S
h a s p	' h # s p	h @1 s p
h a s s l e	' h { s P	h @1 s L
h a s s o c k	' h { s @ k	h @1 s x0 k
h a s t e	' h 1 s t	h e1 s t
h a s t e n	' h 1 s H	h e1 s N
h a t	' h { t	h @1 t
h a t c h	' h { J	h @1 C
h a t c h e t	' h { J I t	h @1 C x2 t
h a t c h i n g	' h { J I N	h @1 C I0 G
h a t e	' h 1 t	h e1 t
h a t r e d	' h 1 t r I d	h e1 t r x0 d
h a t t e r	' h { t @ R	h @1 t R
h a u l	' h $ l	h c1 l
h a u n c h	' h $ n J	h c1 n C
h a u n t	' h $ n t	h c1 n t
h a u t e u r	5 ' t 3 R	h c0 t R
h a v e n	' h 1 v H	h e1 v x0 n
h a v e r s a c k	' h { v @ s { k	h @1 v R s @2 k
h a v o c	' h { v @ k	h @1 v x0 k
h a w k	' h $ k	h c1 k
h a w k e r	' h $ k @ R	h c1 k R
h a w s e r	' h $ z @ R	h c1 z R
h a w t h o r n	' h $ T $ n	h c1 T c2 r n
h a y	' h 1	h e1
h a y f o r k	' h 1 f $ k	h e1 f c2 r k
h a z a r d	' h { z @ d	h @1 z R d
h a z e	' h 1 z	h e1 z
h a z e l	' h 1 z P	h e1 z L
h a z y	' h 1 z I	h e1 z i0
h e	' h i	h i1
h e a d	' h E d	h E1 d
h e a d m a n	' h E d m { n	h E1 d m @1 n
h e a d r e s t	' h E d r E s t	h E1 d r E2 s t
h e a d y	' h E d I	h E1 d i0
h e a l t h	' h E l T	h E1 l T
h e a p	' h i p	h i1 p
h e a r d	' h 3 d	h R d
h e a r i n g	' h 7 r I N	h I1 r I0 G
h e a r k e n	' h # k @ n	h a r k x0 n
h e a r s e	' h 3 s	h R s
h e a r t	' h # t	h a r t
h e a r t e n	' h # t H	h a r t N
h e a r t h	' h # T	h a r T
h e a r t l e s s	' h # t l I s	h a r t l x0 s
h e a r t y	' h # t I	h a r t i0
h e a t h	' h i T	h i1 T
h e a t h e n	' h i D H	h i1 D x0 n
h e a t h e r	' h E D @ R	h E1 D R
h e a v e	' h i v	h i1 v
h e a v e n	' h E v H	h E1 v x0 n
h e b r a i c	h i ' b r 1 I k	h I0 b r e1 I0 k
h e b r e w	' h i b r u	h i1 b r u
h e c a t o m b	' h E k @ t u m	h E1 k x0 t o2 m
h e c k l e	' h E k P	h E1 k L
h e c t i c	' h E k t I k	h E1 k t I0 k
h e c t o r	' h E k t @ R	h E1 k t R
h e d g e	' h E _	h E1 J
h e d o n i s t i c	""" h i d @ ' n I s t I k"	h i2 d N I1 s t I0 k
h e e d	' h i d	h i1 d
h e e l	' h i l	h i1 l
h e f t y	' h E f t I	h E1 f t i0
h e g i r a	' h E _ I r @	h I0 J A1 r x0
h e i g h t	' h 2 t	h A1 t
h e i n o u s	' h 1 n @ s	h e1 n x0 s
h e i r	' 8 R	E r
h e i r e s s	' 8 r I s	E r x0 s
h e i r l o o m	' 8 l u m	E r l u2 m
h e l i c o p t e r	' h E l I k Q p t @ R	h E1 l x0 k a2 p t R
h e l i o t r o p e	' h E l j @ t r 5 p	h i1 l y0 x t r o2 p
h e l i u m	' h i l 7 m	h i1 l i0 x0 m
h e l l	' h E l	h E1 l
h e l l e n e	' h E l i n	h E1 l i2 n
h e l l e n i s t i c	""" h E l I ' n I s t I k"	h E2 l x0 n I1 s t I0 k
h e l l o	h @ ' l 5	h x0 l o1
h e l m	' h E l m	h E1 l m
h e l m s m a n	' h E l m z m @ n	h E1 l m z m x0 n
h e l o t	' h E l @ t	h E1 l x0 t
h e l p	' h E l p	h E1 l p
h e l p m a t e	' h E l p m 1 t	h E1 l p m e2 t
h e m	' h E m	h E1 m
h e m i s p h e r e	"' h E m I "" s f 7 R"	h E1 m x0 s f I2 r
h e m l i n e	' h E m l 2 n	h E1 m l A2 n
h e m p	' h E m p	h E1 m p
h e m s t i t c h	' h E m s t I J	h E1 m s t I2 C
h e n	' h E n	h E1 n
h e n c e f o r w a r d	""" h E n s ' f $ w @ d"	h E0 n s f c1 r w R d
h e n c h m a n	' h E n J m @ n	h E1 n C m x0 n
h e p	' h E p	h E1 p
h e p a t i t i s	""" h E p @ ' t 2 t I s"	h E2 p x0 t A1 t x0 s
h e r a l d	' h E r @ l d	h E1 r L d
h e r a l d r y	' h E r @ l d r I	h E1 r L d r i0
h e r b	' h 3 b	h R b
h e r b a c e o u s	h 3 ' b 1 S @ s	h R b e1 S x0 s
h e r b a g e	' h 3 b I _	h R b I0 J
h e r b i v o r o u s	h 3 ' b I v @ r @ s	h R b I1 v x0 r x0 s
h e r c u l e a n	""" h 3 k j U ' l i @ n"	h R k Y0 l i1 x0 n
h e r d	' h 3 d	h R d
h e r d s m a n	' h 3 d z m @ n	h R d z m x0 n
h e r e a b o u t	""" h 7 r @ ' b 6 t"	h I1 r x b W2 t
h e r e a f t e r	""" h 7 ' r # f t @ R"	h I0 r @1 f t R
h e r e b y	""" h 7 ' b 2"	h I0 r b A1
h e r e d i t a r y	h I ' r E d I t @ r I	h x0 r E1 d x0 t E2 r i0
h e r e i n	""" h 7 ' r I n"	h I0 r I n
h e r e t i c a l	h I ' r E t I k P	h x0 r E1 t I0 k L
h e r e t o	""" h 7 ' t u"	h I0 r t u1
h e r e t o f o r e	""" h 7 t U ' f $ R"	h I1 r t x0 f o2 r
h e r e u n d e r	""" h 7 ' r V n d @ R"	h I0 r ^ n d R
h e r e u p o n	""" h 7 r @ ' p Q n"	h I1 r x p c2 n
h e r e w i t h	""" h 7 ' w I D"	h I1 r w I1 D
h e r i t a b l e	' h E r I t @ b P	h E1 r x0 t x0 b L
h e r i t a g e	' h E r I t I _	h E1 r x0 t I0 J
h e r m i t	' h 3 m I t	h R m x0 t
h e r n i a	' h 3 n j @	h R n i0 x0
h e r o	' h 7 r 5	h i1 r o0
h e r o i c	h I ' r 5 I k	h I0 r o1 I0 k
h e r o i n	' h E r 5 I n	h E1 r o0 I0 n
h e r o n	' h E r @ n	h E1 r x0 n
h e r r i n g	' h E r I N	h E1 r I0 G
h e r s	' h 3 z	h R z
h e r s e l f	h 3 ' s E l f	h R s E1 l f
h e s i t a n t	' h E z I t @ n t	h E1 z x0 t x0 n t
h e s i t a t i o n	""" h E z I ' t 1 S H"	h E2 z x0 t e1 S x n
h e t e r o d o x	' h E t @ r 5 d Q k s	h E1 t x0 r x0 d a2 X
h e t e r o g e n e o u s	""" h E t @ r 5 ' _ i n j @ s"	h E2 t x0 r x0 J i1 n i0 x0 s
h e t e r o s e x u a l	""" h E t @ r 5 ' s E k S 9 l"	h E2 t x0 r o0 s E1 K Y0 x0 l
h e w	' h j u	h Y1
h e w n	' h j u n	h Y1 n
h e x	' h E k s	h E1 X
h e x a g o n a l	h E k ' s { g @ n P	h E0 X @1 g x0 n L
h e x a m e t e r	h E k ' s { m I t @ R	h E0 X @1 m x0 t R
h e y d a y	' h 1 d 1	h e1 d e2
h i a t u s	h 2 ' 1 t @ s	h A0 e1 t x0 s
h i b e r n a t e	' h 2 b @ n 1 t	h A1 b R n e2 t
h i b e r n a t i o n	""" h 2 b 3 ' n 1 S H"	h A2 b R n e1 S x n
h i b i s c u s	h I ' b I s k @ s	h A0 b I1 s k x0 s
h i c c u p	' h I k V p	h I1 k x2 p
h i c k	' h I k	h I1 k
h i c k o r y	' h I k @ r I	h I1 k x0 r i0
h i d	' h I d	h I1 d
h i d d e n	' h I d H	h I1 d N
h i d i n g	' h 2 d I N	h A1 d I0 G
h i e	' h 2	h A1
h i e r a r c h i c a l	""" h 2 @ ' r # k I k P"	h A2 x0 r a1 r k I0 k L
h i e r a r c h y	' h 2 @ r # k I	h A1 x0 r a2 r k i0
h i e r o g l y p h i c	""" h 2 @ r 5 ' g l I f I k"	h A2 x0 r x0 g l I1 f I0 k
h i g h	' h 2	h A1
h i g h f a l u t i n	""" h 2 f @ ' l u t I n"	h A2 f x0 l u1 t N
h i g h l i g h t	' h 2 l 2 t	h A1 l A2 t
h i g h r o a d	' h 2 r 5 d	h A1 r o2 d
h i g h w a y	' h 2 w 1	h A1 w e2
h i l a r i o u s	h I ' l 8 r 7 s	h I0 l @1 r i0 x0 s
h i l l	' h I l	h I1 l
h i l l o c k	' h I l @ k	h I1 l x0 k
h i l t	' h I l t	h I1 l t
h i m s e l f	h I m ' s E l f	h I0 m s E1 l f
h i n d	' h 2 n d	h A1 n d
h i n d e r	' h I n d @ R	h I1 n d R
h i n d i	' h I n d i	h I1 n d i0
h i n d m o s t	' h 2 n d m 5 s t	h A1 n d m o2 s t
h i n d s i g h t	' h 2 n d s 2 t	h A1 n d s A2 t
h i n d u i s m	' h I n d u I z @ m	h I1 n d u0 I2 z M0
h i n g e	' h I n _	h I1 n J
h i n t	' h I n t	h I1 n t
h i n t e r l a n d	' h I n t @ l { n d	h I1 n t R l @2 n d
h i p	' h I p	h I1 p
h i p p o d r o m e	' h I p @ d r 5 m	h I1 p x0 d r o2 m
h i p p o p o t a m u s	""" h I p @ ' p Q t @ m @ s"	h I2 p x0 p a1 t x0 m x0 s
h i r e	' h 2 @ R	h A1 r
h i r s u t e	' h 3 s j u t	h R s u2 t
h i s	' h I z	h I0 z
h i s	' h I z	h I1 z
h i s t a m i n e	' h I s t @ m i n	h I1 s t x0 m i2 n
h i s t o r i a n	h I ' s t $ r 7 n	h I0 s t o1 r i0 x0 n
h i s t o r y	' h I s t @ r I	h I1 s t x0 r i0
h i t	' h I t	h I1 t
h i t c h	' h I J	h I1 C
h i t h e r	' h I D @ R	h I1 D R
h i v e	' h 2 v	h A1 v
h i v e s	' h 2 v z	h A1 v z
h o a r d	' h $ d	h o1 r d
h o a r d i n g	' h $ d I N	h o1 r d I0 G
h o a r f r o s t	""" h $ ' f r Q s t"	h o1 r f r c2 s t
h o a r s e	' h $ s	h o1 r s
h o a r y	' h $ r I	h o1 r i0
h o a x	' h 5 k s	h o1 X
h o b	' h Q b	h a1 b
h o b b l e	' h Q b P	h a1 b L
h o b b y	' h Q b I	h a1 b i0
h o b g o b l i n	""" h Q b ' g Q b l I n"	h a1 b g a0 b l x0 n
h o b o	' h 5 b 5	h o1 b o0
h o c k	' h Q k	h a1 k
h o c k e y	' h Q k I	h a1 k i0
h o d	' h Q d	h a1 d
h o d g e p o d g e	' h Q _ p Q _	h a1 J p a2 J
h o e	' h 5	h o1
h o g	' h Q g	h c1 g
h o g s h e a d	' h Q g z h E d	h c1 g z h E2 d
h o i s t	' h 4 s t	h O1 s t
h o l d	' h 5 l d	h o1 l d
h o l e	' h 5 l	h o1 l
h o l i d a y	' h Q l @ d 1	h a1 l x0 d e2
h o l i n e s s	' h 5 l I n I s	h o1 l i0 n x0 s
h o l l o w	' h Q l 5	h a1 l o0
h o l l y	' h Q l I	h a1 l i0
h o l s t e r	' h 5 l s t @ R	h o1 l s t R
h o l y	' h 5 l I	h o1 l i0
h o m a g e	' h Q m I _	h a1 m I0 J
h o m b u r g	' h Q m b 3 g	h a1 m b R g
h o m e	' h 5 m	h o1 m
h o m e l y	' h 5 m l I	h o1 m l i0
h o m e m a d e	""" h 5 m ' m 1 d"	h o1 m m e1 d
h o m e s i c k	' h 5 m s I k	h o1 m s I2 k
h o m i c i d a l	""" h Q m I ' s 2 d P"	h a2 m x0 s A1 d L
h o m i c i d e	' h Q m I s 2 d	h a1 m x0 s A2 d
h o m i l y	' h Q m I l I	h a1 m x0 l i0
h o m i n y	' h Q m I n I	h a1 m x0 n i0
h o m o g e n e o u s	""" h Q m 5 ' _ i n j @ s"	h o2 m x0 J i1 n i0 x0 s
h o m o g r a p h	' h Q m 5 g r # f	h a1 m x0 g r @2 f
h o m o n y m	' h Q m 5 n I m	h a1 m x0 n I2 m
h o m o p h o n e	' h Q m 5 f 5 n	h a1 m x0 f o2 n
h o n e	' h 5 n	h o1 n
h o n e s t	' Q n I s t	a1 n x0 s t
h o n e y	' h V n I	h ^1 n i0
h o n e y m o o n	' h V n I m u n	h ^1 n i0 m u2 n
h o n o r a r i u m	""" Q n @ ' r 8 r 7 m"	a2 n x0 r E1 r i0 x0 m
h o n o r a r y	' Q n @ r @ r I	a1 n x0 r E2 r i2
h o o d	' h U d	h U1 d
h o o d l u m	' h u d l @ m	h u1 d l x0 m
h o o d o o	' h u d u	h u1 d u0
h o o d w i n k	' h U d w I N k	h U1 d w I2 G k
h o o e y	' h u I	h u1 i0
h o o k u p	' h U k V p	h U1 k x2 p
h o o l i g a n	' h u l I g @ n	h u1 l I0 g x0 n
h o o p	' h u p	h U1 p
h o o t	' h u t	h u1 t
h o o v e s	' h u v z	h U1 v z
h o p	' h Q p	h a1 p
h o p e	' h 5 p	h o1 p
h o p s c o t c h	' h Q p s k Q J	h a1 p s k a2 C
h o r i z o n	h @ ' r 2 z H	h x0 r A1 z N
h o r n	' h $ n	h c1 r n
h o r n e t	' h $ n I t	h c1 r n x0 t
h o r n p i p e	' h $ n p 2 p	h c1 r n p A2 p
h o r o l o g y	h Q ' r Q l @ _ I	h x0 r a1 l x0 J i0
h o r r e n d o u s	h Q ' r E n d @ s	h c0 r E1 n d x0 s
h o r r i b l e	' h Q r @ b P	h c1 r x0 b L
h o r r i d	' h Q r I d	h c1 r x0 d
h o r s e	' h $ s	h c1 r s
h o r s e s h o e	' h $ S S u	h c1 r S S u2
h o r s e w h i p	' h $ s w I p	h c1 r s * I2 p
h o r s y	' h $ s I	h c1 r s i0
h o r t a t o r y	' h $ t @ t @ r I	h c1 r t x0 t o2 r i0
h o r t i c u l t u r a l	""" h $ t I ' k V l J @ r @ l"	h c2 r t x0 k ^1 l C x0 r L
h o s a n n a	h 5 ' z { n @	h o0 z @1 n x0
h o s e	' h 5 z	h o1 z
h o s i e r y	' h 5 z 7 r I	h o1 Z x0 r i0
h o s p i c e	' h Q s p I s	h a1 s p x0 s
h o s p i t a b l e	h Q ' s p I t @ b P	h a0 s p I1 t x0 b L
h o s p i t a l i t y	""" h Q s p I ' t { l @ t I"	h a2 s p x0 t @1 l x0 t i0
h o s p i t a l i z a t i o n	""" h Q s p I t P 2 ' z 1 S H"	h a2 s p I2 t L x0 z e1 S x n
h o s p i t a l i z e	' h Q s p I t P 2 z	h a1 s p I2 t L A2 z
h o s t	' h 5 s t	h o1 s t
h o s t a g e	' h Q s t I _	h a1 s t I0 J
h o s t e l	' h Q s t P	h a1 s t L
h o s t e s s	' h 5 s t I s	h o1 s t x0 s
h o s t i l e	' h Q s t 2 l	h a1 s t L
h o s t i l i t y	h Q ' s t I l @ t I	h a0 s t I1 l x0 t i0
h o t	' h Q t	h a1 t
h o t e l	h 5 ' t E l	h o0 t E1 l
h o t f o o t	"' h Q t "" f U t"	h a1 t f U2 t
h o t h e a d e d	""" h Q t ' h E d I d"	h a1 t h E1 d x0 d
h o u r	' 6 @ R	W1 r
h o u r i	' h 9 r I	h U1 r i0
h o u s e	' h 6 s	h W1 s
h o u s e	' h 6 z	h W1 s
h o u s e b o a t	' h 6 s b 5 t	h W1 s b o2 t
h o u s e c o a t	' h 6 s k 5 t	h W1 s k o2 t
h o u s e s	' h 6 z I z	h W1 z x0 z
h o u s e w i f e	' h 6 s w 2 f	h W1 s w A2 f
h o u s e w o r k	' h 6 s w 3 k	h W1 s w R k
h o u s i n g	' h 6 z I N	h W1 z I0 G
h o v e	' h 5 v	h o1 v
h o v e l	' h Q v P	h ^1 v L
h o w	' h 6	h W1
h o w d a h	' h 6 d @	h W1 d x0
h o w e v e r	h 6 ' E v @ R	h W0 E1 v R
h o w i t z e r	' h 6 I t s @ R	h W1 x t s R
h o w s o e v e r	""" h 6 s 5 ' E v @ R"	h W2 s u0 E1 v R
h o y d e n	' h 4 d H	h O1 d N
h u b	' h V b	h ^1 b
h u b b u b	' h V b V b	h ^1 b x2 b
h u b r i s	' h j u b r I s	h Y1 b r x0 s
h u c k l e b e r r y	' h V k P b @ r I	h ^1 k L b E2 r i0
h u c k s t e r	' h V k s t @ R	h ^1 k s t R
h u e	' h j u	h Y1
h u g	' h V g	h ^1 g
h u g e	' h j u _	h Y1 J
h u g u e n o t	' h j u g @ n 5	h Y1 g x n a2 t
h u l a	' h u l @	h u1 l x0
h u l k	' h V l k	h ^1 l k
h u l l	' h V l	h ^1 l
h u m a n e	h j u ' m 1 n	h Y0 m e1 n
h u m a n i s m	' h j u m @ n I z @ m	h Y1 m x0 n I2 z M0
h u m a n i s t i c	""" h j u m @ ' n I s t I k"	h Y2 m x0 n I1 s t I0 k
h u m a n i t y	h j u ' m { n @ t I	h Y0 m @1 n x0 t i0
h u m a n i z e	' h j u m @ n 2 z	h Y1 m x0 n A2 z
h u m b l e	' h V m b P	h ^1 m b L
h u m b u g	' h V m b V g	h ^1 m b x2 g
h u m d i n g e r	' h V m d I N @ R	h ^1 m d I1 G R
h u m e r u s	' h j u m @ r @ s	h Y1 m x0 r x0 s
h u m i d	' h j u m I d	h Y1 m x0 d
h u m i d i f y	h j u ' m I d I f 2	h Y0 m I1 d x0 f A2
h u m i d i t y	h j u ' m I d @ t I	h Y0 m I1 d x0 t i0
h u m i l i a t e	h j u ' m I l I 1 t	h Y0 m I1 l i0 e2 t
h u m m i n g b i r d	' h V m I N b 3 d	h ^1 m I0 G b R d
h u m m o c k	' h V m @ k	h ^1 m x0 k
h u m o r o u s	' h j u m @ r @ s	h Y1 m x0 r x0 s
h u n	' h V n	h ^1 n
h u n c h	' h V n J	h ^1 n C
h u n d r e d	' h V n d r @ d	h ^1 n d r x0 d
h u n g	' h V N	h ^1 G
h u n g e r	' h V N g @ R	h ^1 G g R
h u n k	' h V N k	h ^1 G k
h u n t	' h V n t	h ^1 n t
h u n t r e s s	' h V n t r I s	h ^1 n t r x0 s
h u n t s m a n	' h V n t s m @ n	h ^1 n t s m x0 n
h u r l	' h 3 l	h R l
h u r r a h	h U ' r #	h U0 r c1
h u r r i c a n e	' h V r I k @ n	h R x0 k e2 n
h u r r y	' h V r I	h R i0
h u r t	' h 3 t	h R t
h u s b a n d	' h V z b @ n d	h ^1 z b x0 n d
h u s k	' h V s k	h ^1 s k
h u s k y	' h V s k I	h ^1 s k i0
h u s s a r	h U ' z # R	h ^0 z a1 r
h u s s y	' h V s I	h ^1 z i0
h u s t i n g s	' h V s t I N z	h ^1 s t I0 G z
h u s t l e	' h V s P	h ^1 s L
h u t	' h V t	h ^1 t
h u t c h	' h V J	h ^1 C
h u t m e n t	' h V t m @ n t	h ^1 t m x0 n t
h y a c i n t h	' h 2 @ s I n T	h A1 x0 s I2 n T
h y b r i d	' h 2 b r I d	h A1 b r x0 d
h y b r i d i z a t i o n	""" h 2 b r I d 2 ' z 1 S H"	h A2 b r x0 d x0 z e1 S x n
h y b r i d i z e	' h 2 b r I d 2 z	h A1 b r x0 d A2 z
h y d r a n g e a	h 2 ' d r 1 n _ @	h A0 d r e1 n J x0
h y d r a n t	' h 2 d r @ n t	h A1 d r x0 n t
h y d r a t e	' h 2 d r 1 t	h A1 d r e2 t
h y d r a u l i c	h 2 ' d r $ l I k	h A0 d r c1 l I0 k
h y d r o g e n	' h 2 d r @ _ @ n	h A1 d r x0 J x0 n
h y d r o p h o b i a	""" h 2 d r 5 ' f 5 b j @"	h A2 d r x0 f o1 b i0 x0
h y d r o p l a n e	' h 2 d r 5 p l 1 n	h A1 d r x0 p l e2 n
h y d r o p o n i c s	""" h 2 d r 5 ' p Q n I k s"	h A2 d r x0 p a1 n I0 k s
h y e n a	h 2 ' i n @	h A0 i1 n x0
h y g i e n i c	h 2 ' _ i n I k	h A2 J i0 E1 n I0 k
h y m e n e a l	""" h 2 m E ' n i @ l"	h A2 m x0 n i1 L
h y m n	' h I m	h I1 m
h y m n a l	' h I m n @ l	h I1 m n L
h y p e r b o l e	h 2 ' p 3 b @ l I	h A0 p R b x0 l i2
h y p e r c r i t i c a l	""" h 2 p @ ' k r I t I k P"	h A2 p R k r I1 t I0 k L
h y p h e n	' h 2 f H	h A1 f x0 n
h y p h e n a t e	' h 2 f @ n 1 t	h A1 f x0 n e2 t
h y p n o t i c	h I p ' n Q t I k	h I0 p n a1 t I0 k
h y p n o t i s m	' h I p n @ t I z @ m	h I1 p n x0 t I2 z M0
h y p n o t i z e	' h I p n @ t 2 z	h I1 p n x0 t A2 z
h y p o c h o n d r i a	""" h 2 p 5 ' k Q n d r 7"	h A2 p x0 k a1 n d r i0 x0
h y p o c r i s y	h I ' p Q k r @ s I	h I0 p a1 k r x0 s i0
h y p o c r i t e	' h I p @ k r I t	h I1 p x0 k r I2 t
h y p o c r i t i c a l	""" h I p 5 ' k r I t I k P"	h I2 p x0 k r I1 t I0 k L
h y p o d e r m i c	""" h 2 p 5 ' d 3 m I k"	h A2 p x0 d R m x0 k
h y p o t e n u s e	h 2 ' p Q t @ n j u z	h A0 p a1 t N Y2 s
h y p o t h e c a t e	h 2 ' p Q T I k 1 t	h A0 p a1 T x0 k e2 t
h y p o t h e s i s	h 2 ' p Q T I s I s	h A0 p a1 T x0 s x0 s
h y p o t h e t i c a l	""" h 2 p 5 ' T E t I k P"	h A2 p x0 T E1 t I0 k L
h y s t e r e c t o m y	""" h I s t @ ' r E k t @ m I"	h I2 s t x0 r E1 k t x0 m i0
h y s t e r i a	h I ' s t 7 r 7	h I0 s t E1 r i0 x0
i	' 2	A1
i a m b	' 2 { m b	A1 @2 m
i a m b i c	2 ' { m b I k	A0 @1 m b I0 k
i b e x	' 2 b E k s	A1 b E2 X
i b i d e m	I ' b I d E m	I1 b x0 d E2 m
i b i s	' 2 b I s	A1 b x0 s
i c e	' 2 s	A1 s
i c e b r e a k e r	"' 2 s "" b r 1 k @ R"	A1 s b r e2 k R
i c e h o u s e	' 2 s h 6 s	A1 s h W2 s
i c e l a n d i c	2 s ' l { n d I k	A0 s l @1 n d I0 k
i c o n	' 2 k Q n	A1 k a2 n
i c o n o c l a s t	2 ' k Q n 5 k l { s t	A0 k a1 n x0 k l @2 s t
i c y	' 2 s I	A1 s i0
i d	' I d	I1 d
i d e a	2 ' d 7	A0 d i1 x0
i d e a l i s m	2 ' d 7 l I z @ m	A0 d i1 x0 l I2 z M0
i d e a l i s t i c	"2 "" d 7 ' l I s t I k"	A0 d i2 x0 l I1 s t I0 k
i d e a l i z e	2 ' d 7 l 2 z	A0 d i1 x0 l A2 z
i d e a l l y	2 ' d 7 l I	A0 d i1 x0 l i0
i d e m	' 2 d E m	A1 d E2 m
i d e n t i c a l	2 ' d E n t I k P	A0 d E1 n t I0 k L
i d e n t i f i c a t i o n	"2 "" d E n t I f I ' k 1 S H"	A0 d E2 n t x0 f x0 k e1 S x n
i d e n t i f y	2 ' d E n t I f 2	A0 d E1 n t x0 f A2
i d e o l o g i c a l	""" 2 d 7 ' l Q _ I k P"	A2 d i0 x0 l a1 J I0 k L
i d e s	' 2 d z	A1 d z
i d i o c y	' I d 7 s I	I1 d i0 x0 s i0
i d i o m	' I d 7 m	I1 d i0 x0 m
i d i o s y n c r a s y	""" I d 7 ' s I N k r @ s I"	I2 d i0 x0 s I1 G k r x0 s i0
i d i o t	' I d 7 t	I1 d i0 x0 t
i d i o t i c	""" I d I ' Q t I k"	I2 d i0 a1 t I0 k
i d l e	' 2 d P	A1 d L
i d o l	' 2 d P	A1 d L
i d o l a t e r	2 ' d Q l @ t @ R	A0 d a1 l x0 t R
i d o l i z e	' 2 d @ l 2 z	A1 d L A2 z
i d y l l i c	I ' d I l I k	A0 d I1 l I0 k
i f	' I f	I2 f
i g n i t e	I g ' n 2 t	I0 g n A1 t
i g n i t i o n	I g ' n I S H	I0 g n I1 S x n
i g n o b l e	I g ' n 5 b P	I0 g n o1 b L
i g n o m i n i o u s	""" I g n 5 ' m I n 7 s"	I2 g n x0 m I1 n i0 x0 s
i g n o r a n c e	' I g n @ r @ n s	I1 g n x0 r x0 n s
i l k	' I l k	I1 l k
i l l	' I l	I1 l
i l l e g a l	I ' l i g P	I0 l i1 g L
i l l e g i b i l i t y	"I "" l E _ I ' b I l @ t I"	I0 l E2 J x0 b I1 l x0 t i0
i l l e g i b l e	I ' l E _ @ b P	I0 l E1 J x0 b L
i l l e g i b l y	I ' l E _ @ b l I	I0 l l E1 J x0 b l i0
i l l e g i t i m a t e	""" I l I ' _ I t I m @ t"	I2 l I0 J I1 t x0 m x0 t
i l l i b e r a l	I ' l I b @ r @ l	I0 l I1 b x0 r L
i l l i c i t	I ' l I s I t	I0 l l I1 s x0 t
i l l i m i t a b l e	I ' l I m I t @ b P	I0 l I1 m x0 t x0 b L
i l l i t e r a t e	I ' l I t @ r @ t	I0 l I1 t x0 r x0 t
i l l u m i n a t e	I ' l u m I n 1 t	I0 l u1 m x0 n e2 t
i l l u s i o n	I ' l u Z H	I0 l u1 Z x n
i l l u s i v e	I ' l u s I v	I0 l u1 s I0 v
